sample_id	biome
4503	Animal-associated
4504	Animal-associated
4505	Animal-associated
4506	Animal-associated
4507	Animal-associated
4508	Animal-associated
4509	Animal-associated
4510	Animal-associated
4511	Animal-associated
4512	Animal-associated
4513	Animal-associated
4514	Animal-associated
4515	Animal-associated
4516	Animal-associated
4517	Animal-associated
4518	Animal-associated
4519	Animal-associated
4520	Animal-associated
4521	Animal-associated
4522	Animal-associated
4523	Animal-associated
4524	Animal-associated
4525	Animal-associated
4526	Animal-associated
4527	Animal-associated
4528	Animal-associated
4529	Animal-associated
4530	Animal-associated
4531	Animal-associated
4532	Animal-associated
4533	Animal-associated
4534	Animal-associated
4535	Animal-associated
4536	Animal-associated
4537	Animal-associated
4538	Animal-associated
4539	Animal-associated
4540	Animal-associated
4541	Animal-associated
4542	Animal-associated
4543	Animal-associated
4544	Animal-associated
4545	Animal-associated
4546	Animal-associated
4547	Animal-associated
4548	Animal-associated
4549	Animal-associated
4550	Animal-associated
4551	Animal-associated
4552	Animal-associated
4553	Animal-associated
4554	Animal-associated
4555	Animal-associated
4556	Animal-associated
4557	Animal-associated
4558	Animal-associated
4559	Animal-associated
4560	Animal-associated
4561	Animal-associated
4562	Animal-associated
4563	Animal-associated
4564	Animal-associated
4565	Animal-associated
4566	Animal-associated
4567	Animal-associated
4568	Animal-associated
4569	Animal-associated
4570	Animal-associated
4571	Animal-associated
4572	Animal-associated
4573	Animal-associated
4574	Animal-associated
4575	Animal-associated
4576	Animal-associated
4577	Animal-associated
4578	Animal-associated
4579	Animal-associated
4580	Animal-associated
4581	Animal-associated
4582	Animal-associated
4583	Animal-associated
4584	Animal-associated
4585	Animal-associated
4586	Animal-associated
4587	Animal-associated
4588	Animal-associated
4589	Animal-associated
4590	Animal-associated
4591	Animal-associated
4592	Animal-associated
4593	Animal-associated
4594	Animal-associated
4595	Animal-associated
4596	Animal-associated
4597	Animal-associated
4598	Animal-associated
4599	Animal-associated
4600	Animal-associated
4601	Animal-associated
4602	Animal-associated
4603	Animal-associated
4604	Animal-associated
4605	Animal-associated
4606	Animal-associated
4607	Animal-associated
4608	Animal-associated
4609	Animal-associated
4610	Animal-associated
4611	Animal-associated
4612	Animal-associated
4613	Animal-associated
4614	Animal-associated
4615	Animal-associated
4616	Animal-associated
4617	Animal-associated
4618	Animal-associated
4619	Animal-associated
4620	Animal-associated
4621	Animal-associated
4622	Animal-associated
4623	Animal-associated
4624	Animal-associated
4625	Animal-associated
4626	Animal-associated
4627	Animal-associated
4628	Animal-associated
4629	Animal-associated
4630	Animal-associated
4631	Animal-associated
4632	Animal-associated
4633	Animal-associated
4634	Animal-associated
4635	Animal-associated
4636	Animal-associated
4637	Animal-associated
4638	Animal-associated
4639	Animal-associated
4640	Animal-associated
4641	Animal-associated
4642	Animal-associated
4643	Animal-associated
4644	Animal-associated
4645	Animal-associated
4646	Animal-associated
4647	Animal-associated
4648	Animal-associated
4649	Animal-associated
4650	Animal-associated
4651	Animal-associated
4652	Animal-associated
4653	Animal-associated
4654	Animal-associated
4655	Animal-associated
4656	Animal-associated
4657	Animal-associated
4658	Animal-associated
4659	Animal-associated
4660	Animal-associated
4661	Animal-associated
4662	Animal-associated
4663	Animal-associated
4664	Animal-associated
4665	Animal-associated
4666	Animal-associated
4667	Animal-associated
4668	Animal-associated
4669	Animal-associated
4670	Animal-associated
4671	Animal-associated
4672	Animal-associated
4673	Animal-associated
4674	Animal-associated
4675	Animal-associated
4676	Animal-associated
4677	Animal-associated
4678	Animal-associated
4679	Animal-associated
4680	Animal-associated
4681	Animal-associated
4682	Animal-associated
4683	Animal-associated
4684	Animal-associated
4685	Animal-associated
4686	Animal-associated
4687	Animal-associated
4688	Animal-associated
4689	Animal-associated
4690	Animal-associated
4691	Animal-associated
4692	Animal-associated
4693	Animal-associated
4694	Animal-associated
4695	Animal-associated
4696	Animal-associated
4697	Animal-associated
4698	Animal-associated
4699	Animal-associated
4700	Animal-associated
4701	Animal-associated
4702	Animal-associated
4703	Animal-associated
4704	Animal-associated
4705	Animal-associated
4706	Animal-associated
4707	Animal-associated
4708	Animal-associated
4709	Animal-associated
4710	Animal-associated
4711	Animal-associated
4712	Animal-associated
4713	Animal-associated
4714	Animal-associated
4715	Animal-associated
4716	Animal-associated
4717	Animal-associated
4718	Animal-associated
4719	Animal-associated
4720	Animal-associated
4721	Animal-associated
4722	Animal-associated
4723	Animal-associated
4724	Animal-associated
4725	Animal-associated
4726	Animal-associated
4727	Animal-associated
4728	Animal-associated
4729	Animal-associated
4730	Animal-associated
4731	Animal-associated
4732	Animal-associated
4733	Animal-associated
4734	Animal-associated
4735	Animal-associated
4736	Animal-associated
4737	Animal-associated
4738	Animal-associated
4739	Animal-associated
4740	Animal-associated
4741	Animal-associated
4742	Animal-associated
4743	Animal-associated
4744	Animal-associated
4745	Animal-associated
4746	Animal-associated
4747	Animal-associated
4748	Animal-associated
4749	Animal-associated
4750	Animal-associated
4751	Animal-associated
4752	Animal-associated
4753	Animal-associated
4754	Animal-associated
4755	Animal-associated
4756	Animal-associated
4757	Animal-associated
4758	Animal-associated
4759	Animal-associated
4760	Animal-associated
4761	Animal-associated
4762	Animal-associated
4763	Animal-associated
4764	Animal-associated
4765	Animal-associated
4766	Animal-associated
4767	Animal-associated
4768	Animal-associated
4769	Animal-associated
4770	Animal-associated
4771	Animal-associated
4772	Animal-associated
4773	Animal-associated
4774	Animal-associated
4775	Animal-associated
4776	Animal-associated
4777	Animal-associated
4778	Animal-associated
4779	Animal-associated
4780	Animal-associated
4781	Animal-associated
4782	Animal-associated
4783	Animal-associated
4784	Animal-associated
4785	Animal-associated
4786	Animal-associated
4787	Animal-associated
4788	Animal-associated
4789	Animal-associated
4790	Animal-associated
4791	Animal-associated
4792	Animal-associated
4793	Animal-associated
4794	Animal-associated
4795	Animal-associated
4796	Animal-associated
4797	Animal-associated
4798	Animal-associated
4799	Animal-associated
4800	Animal-associated
4801	Animal-associated
4802	Animal-associated
4803	Animal-associated
4804	Animal-associated
4805	Animal-associated
4806	Animal-associated
4807	Animal-associated
4808	Animal-associated
4809	Animal-associated
4810	Animal-associated
4811	Animal-associated
4812	Animal-associated
4813	Animal-associated
4814	Animal-associated
4815	Animal-associated
4816	Animal-associated
4817	Animal-associated
4818	Animal-associated
4819	Animal-associated
4820	Animal-associated
4821	Animal-associated
4822	Animal-associated
4823	Animal-associated
4824	Animal-associated
4825	Animal-associated
4826	Animal-associated
4827	Animal-associated
4828	Animal-associated
4829	Animal-associated
4830	Animal-associated
4831	Animal-associated
4832	Animal-associated
4833	Animal-associated
4834	Animal-associated
4835	Animal-associated
4836	Animal-associated
4837	Animal-associated
4838	Animal-associated
4839	Animal-associated
4840	Animal-associated
4841	Animal-associated
4842	Animal-associated
4843	Animal-associated
4844	Animal-associated
4845	Animal-associated
4846	Animal-associated
4847	Animal-associated
4848	Animal-associated
4849	Animal-associated
4850	Animal-associated
4851	Animal-associated
4852	Animal-associated
4853	Animal-associated
4854	Animal-associated
4855	Animal-associated
4856	Animal-associated
4857	Animal-associated
4858	Animal-associated
4859	Animal-associated
4860	Animal-associated
4861	Animal-associated
4862	Animal-associated
4863	Animal-associated
4864	Animal-associated
4865	Animal-associated
4866	Animal-associated
4867	Animal-associated
4868	Animal-associated
4869	Animal-associated
4870	Animal-associated
4871	Animal-associated
4872	Animal-associated
4873	Animal-associated
4874	Animal-associated
4875	Animal-associated
4876	Animal-associated
4877	Animal-associated
4878	Animal-associated
4879	Animal-associated
4880	Animal-associated
4881	Animal-associated
4882	Animal-associated
4883	Animal-associated
4884	Animal-associated
4885	Animal-associated
4886	Animal-associated
4887	Animal-associated
4888	Animal-associated
4889	Animal-associated
4890	Animal-associated
4891	Animal-associated
4892	Animal-associated
4893	Animal-associated
4894	Animal-associated
4895	Animal-associated
4896	Animal-associated
4897	Animal-associated
4898	Animal-associated
4899	Animal-associated
4900	Animal-associated
4901	Animal-associated
4902	Animal-associated
4903	Animal-associated
4904	Animal-associated
4905	Animal-associated
4906	Animal-associated
4907	Animal-associated
4908	Animal-associated
4909	Animal-associated
4910	Animal-associated
4911	Animal-associated
4912	Animal-associated
4913	Animal-associated
4914	Animal-associated
4915	Animal-associated
4916	Animal-associated
4917	Animal-associated
4918	Animal-associated
4919	Animal-associated
4920	Animal-associated
4921	Animal-associated
4922	Animal-associated
4923	Animal-associated
4924	Animal-associated
4925	Animal-associated
4926	Animal-associated
4927	Animal-associated
4928	Animal-associated
4929	Animal-associated
4930	Animal-associated
4931	Animal-associated
4932	Animal-associated
4933	Animal-associated
4934	Animal-associated
4935	Animal-associated
4936	Animal-associated
4937	Animal-associated
4938	Animal-associated
4939	Animal-associated
4940	Animal-associated
4941	Animal-associated
4942	Animal-associated
4943	Animal-associated
4944	Animal-associated
4945	Animal-associated
4946	Animal-associated
4947	Animal-associated
4948	Animal-associated
4949	Animal-associated
4950	Animal-associated
4951	Animal-associated
4952	Animal-associated
4953	Animal-associated
4954	Animal-associated
4955	Animal-associated
4956	Animal-associated
4957	Animal-associated
4958	Animal-associated
4959	Animal-associated
4960	Animal-associated
4961	Animal-associated
4962	Animal-associated
4963	Animal-associated
4964	Animal-associated
4965	Animal-associated
4966	Animal-associated
4967	Animal-associated
4968	Animal-associated
4969	Marine
4970	Animal-associated
4971	Marine
4972	Marine
4973	Marine
4974	Marine
4977	Marine
4978	Marine
4979	Marine
4980	Marine
4983	Marine
4984	Marine
4985	Marine
4986	Marine
4989	Marine
4990	Marine
4991	Marine
4992	Marine
4995	Marine
4996	Marine
4997	Marine
4998	Marine
5001	Marine
5002	Marine
5003	Marine
5004	Marine
5007	Marine
5008	Marine
5009	Marine
5010	Marine
5011	Marine
5012	Marine
5013	Marine
5014	Marine
5015	Marine
5016	Marine
5044	Freshwater river
5045	Freshwater river
5046	Freshwater river
5047	Freshwater river
5048	Freshwater river
5049	Freshwater river
5050	Freshwater river
5051	Freshwater river
5052	Freshwater river
5053	Freshwater river
5054	Freshwater river
5055	Freshwater river
5056	Freshwater river
5057	Freshwater river
5058	Freshwater river
5059	Freshwater river
5060	Freshwater river
5061	Freshwater river
5062	Freshwater river
5063	Freshwater river
5064	Freshwater river
5065	Freshwater river
5066	Freshwater river
5166	Marine
5167	Marine
5168	Marine
5169	Marine
5170	Marine
5171	Marine
5172	Marine
5173	Marine
5174	Marine
5175	Marine
5176	Marine
5177	Marine
5178	Marine
5179	Marine
5180	Marine
5181	Marine
5182	Marine
5183	Marine
5184	Marine
5185	Marine
5186	Marine
5187	Marine
5188	Marine
5189	Marine
5190	Marine
5191	Marine
5192	Marine
5193	Marine
5194	Marine
5195	Marine
5196	Marine
5197	Marine
5198	Marine
5199	Marine
5200	Marine
5201	Marine
5202	Marine
5203	Marine
5204	Marine
5205	Marine
5206	Marine
5207	Marine
5208	Marine
5209	Marine
5210	Marine
5211	Marine
5212	Marine
5213	Marine
5214	Marine
5215	Marine
5216	Marine
5217	Marine
5218	Marine
5219	Marine
5220	Marine
5221	Marine
5222	Marine
5223	Marine
5224	Marine
5225	Marine
5226	Marine
5227	Marine
5228	Marine
5229	Marine
5230	Marine
5231	Marine
5232	Marine
5233	Marine
5234	Marine
5235	Marine
5236	Marine
5237	Marine
5238	Marine
5239	Marine
5240	Marine
5241	Marine
5242	Marine
5243	Marine
5244	Marine
5245	Marine
5246	Marine
5247	Marine
5248	Marine
5249	Marine
5250	Marine
5251	Marine
5252	Marine
5253	Marine
5254	Marine
5255	Marine
5256	Marine
5257	Marine
5258	Marine
5259	Marine
5260	Marine
5261	Marine
5262	Marine
5263	Marine
5264	Marine
5265	Marine
5266	Marine
5267	Marine
5268	Marine
5269	Marine
5270	Marine
5271	Marine
5272	Marine
5273	Marine
5274	Marine
5275	Marine
5276	Marine
5277	Marine
5278	Marine
5307	Marine
5308	Marine
5309	Marine
5310	Marine
5311	Marine
5312	Marine
5313	Marine
5314	Marine
5315	Marine
5316	Marine
5317	Marine
5318	Marine
5319	Marine
5320	Marine
5321	Marine
5322	Marine
5323	Marine
5324	Marine
5325	Marine
5327	Marine
5328	Marine
5329	Marine
5330	Marine
5331	Marine
5332	Marine
5333	Marine
5334	Marine
5335	Marine
5336	Marine
5337	Marine
5338	Marine
5339	Marine
5340	Marine
5341	Marine
5342	Marine
5343	Marine
5344	Marine
5345	Marine
5346	Marine
5347	Marine
5348	Marine
5349	Marine
5350	Marine
5351	Marine
5352	Marine
